Author_id,Isbn
256,9780061052521
262,9780064472265
263,9780140620665
264,9780312148263
265,9780312156961
266,9780312890049
267,9780345431912
268,9780345431912
269,9780373836024
270,9780375751516
271,9780375751516
272,9780375801679
273,9780375801679
274,9780375814242
275,9780375814242
93,9780375823350
93,9780375823459
93,9780375823466
206,9780380730445
188,9780380973835
276,9780385327770
277,9780394586236
278,9780439510110
279,9780440241416
280,9780451409256
281,9780451523419
56,9780451526274
282,9780451526274
283,9780451526342
284,9780486415864
285,9780553280586
54,9780571197637
286,9780670035267
287,9780670035267
288,9780670035267
289,9780670035267
284,9780679423072
277,9780679751342
290,9780684833392
291,9780743245029
292,9780749748005
292,9780749748029
268,9780963094421
293,9781401201173
294,9781401201173
295,9781401201173
268,9781563892271
296,9781563892271
297,9781563892271
298,9781563892271
293,9781563898587
268,9781569716205
299,9781569716205
300,9781592571307
301,9780374270322
302,9780375719189
303,9780440235507
24,9780440237228
304,9781573225489
85,9781853260674
305,9780060977474
306,9780345391698
307,9780520011175
308,9780520011175
309,9780553278743
310,9780670856046
311,9780670856046
312,9780872200760
313,9780872200760
314,9780872200760
315,9780937858998
316,9780937858998
317,9780937858998
318,9780671649944
319,9780590431118
320,9780064470117
321,9780553571486
322,9780972044202
323,9780312963002
324,9780345430472
325,9780345435866
326,9780345435866
327,9780380728725
328,9780380818402
329,9780380818402
330,9780449912300
331,9780553291988
332,9780671018931
333,9780812541649
334,9780312988692
335,9780486282114
181,9780486282114
336,9780670815371
337,9780385313742
338,9781575843360
61,9780684193953
176,9780345371980
339,9780345371980
340,9780380730131
341,9781573228732
342,9789681500559
343,9780380711109
344,9780452283916
145,9780425120279
345,9780671534844
346,9780380728275
347,9780446606196
348,9780771076008
349,9780771076008
350,9780771088193
351,9781559703239
352,9783596214624
353,9783596214624
354,9780062770509
355,9780671847548
356,9780060188733
274,9780140374247
357,9780140374247
358,9780142001745
359,9780142001745
360,9780142001745
361,9780195086294
362,9780195086294
363,9780195086294
133,9780312995423
364,9780380704583
365,9780380815920
24,9780385416344
366,9780385418492
24,9780385424714
367,9780425098103
368,9780449005415
369,9780449202630
369,9780449207543
370,9780515128550
176,9780517577400
371,9780590450874
372,9780590450874
373,9780590450874
371,9780590481373
372,9780590481373
374,9780671036195
375,9780684177731
376,9780684180205
374,9780743411264
377,9780743470384
378,9780762188574
379,9780767905930
380,9780800706548
381,9780801096679
382,9780849953019
383,9780891091967
384,9780915811533
385,9780927545372
386,9781575024172
387,9781880185001
388,9780140345803
389,9780156528207
390,9780380012862
391,9780451154910
392,9780785815143
393,9780875421285
394,9781567184297
395,9781567187960
396,9781862047624
397,9780020437505
397,9780020437505
398,9780198320265
399,9780198320265
400,9780373196982
401,9780373245581
402,9780451527745
403,9780451527745
60,9780671867119
404,9780812504200
150,9780060173289
405,9780060973896
406,9780060973896
305,9780061013515
407,9780140104684
408,9780312143374
409,9780316666343
410,9780394568942
411,9780440224679
412,9780449002636
413,9780449213773
414,9780452279698
413,9780553569056
415,9780679427438
416,9780679725398
417,9780802114365
418,9780803233010
419,9780803233010
420,9780819154941
421,9780897322331
422,9780940322974
423,9780940322974
424,9781573225120
425,9781579651657
426,9781878424310
427,9780600586890
428,9781853260629
429,9781857938012
430,9780060804152
431,9780140382655
432,9780152012960
433,9780312283780
187,9780345297709
187,9780345313096
434,9780345335463
435,9780345416841
436,9780385333405
24,9780440211457
437,9780449212080
438,9780553582680
439,9780590947251
440,9780590947251
441,9780743458290
442,9780743458290
443,9780786913879
444,9780801491825
445,9780816729913
446,9780843136685
447,9780843136685
448,9780843136685
449,9780866119535
450,9780866119535
451,9780866119535
284,9780866119566
452,9780866119566
453,9780870441660
454,9780870441660
455,9781561561421
456,9781561561421
457,9781561561421
162,9780553210095
434,9780553258523
336,9780688163723
458,9781569471098
459,9780553580990
409,9780316168816
311,9780140238280
460,9780316314923
351,9780345424716
461,9780375414749
462,9780375726408
413,9780385503853
463,9780425156841
464,9780440226109
465,9780452277335
59,9780553802481
466,9780671021009
467,9780767903578
468,9780805063899
469,9780679777434
470,9780553285345
471,9780486285528
179,9780671002480
472,9780812523386
473,9780895774668
474,9780020199090
475,9780385495141
476,9780679733829
65,9780842329125
66,9780842329125
477,9780345451262
478,9780740700231
479,9780380973545
480,9780380973545
481,9780393321579
142,9780743424424
482,9780786868018
483,9780786868018
484,9780786868018
485,9780446610179
486,9780684854953
487,9780684854953
60,9780743229876
488,9780380617623
489,9780380732333
490,9780385337137
491,9780440235057
491,9780445402041
492,9780618119769
493,9780871138644
494,9780026329859
495,9780060621254
54,9780060915544
54,9780060917012
496,9780060925000
285,9780060932756
151,9780061000287
497,9780192815316
498,9780192815316
499,9780312195519
500,9780380792665
501,9780393048971
183,9780399137808
61,9780399147395
63,9780451203045
502,9780451410559
503,9780451523310
504,9780486281964
505,9780486292946
506,9780517626399
416,9780684824444
507,9780743458306
508,9780812966664
509,9780819215635
510,9780819215635
511,9780819215635
512,9780880011020
513,9781561011520
514,9781877727085
515,9781877727085
516,9780486206172
517,9780486206172
518,9780312278588
519,9780312278588
520,9780140370904
521,9780674511255
522,9780030096181
523,9780030096181
524,9780312965747
525,9780345374653
526,9780395710906
527,9780805210613
528,9780823032617
529,9780679310006
530,9780312288112
531,9780316171106
532,9780380710218
533,9780515118650
534,9780553289060
535,9780671000301
60,9780671673680
536,9781561672035
537,9780425178249
538,9780425178249
539,9780618173877
251,9780156027328
540,9780375403583
541,9780385721424
542,9780451202345
543,9780743418195
544,9780385335409
545,9780965746823
546,9780060923242
547,9780486272665
548,9780786015276
549,9780786015276
550,9780060913502
370,9780553272833
551,9780440225072
552,9780312145545
59,9780425181119
553,9780380732685
554,9780140286274
370,9780373484102
368,9780449907481
555,9780553107302
556,9780802138255
370,9780515127836
557,9780345441133
558,9780515134278
559,9780945586050
24,9780385490993
24,9780385424721
560,9780312980382
561,9780590419628
562,9780590419628
24,9780385472951
563,9780451195661
564,9780425182871
565,9780425182871
566,9780553564525
566,9780553564518
60,9780743412629
567,9780849943720
568,9780849943454
567,9780849943713
569,9780590406017
570,9780020442400
571,9780553225983
572,9780425177365
136,9780671868710
573,9780385498258
574,9780553202298
575,9780345313867
575,9780345369949
576,9780671701246
577,9780345353627
578,9780308102286
579,9780060171438
580,9780805056495
581,9780679401377
582,9781562827045
583,9781562827045
544,9780385306034
584,9780816152445
585,9780821772959
586,9780345379450
160,9780553576924
60,9780743206051
587,9780688169671
588,9780439319553
589,9780439319553
590,9780590870153
591,9780590870153
592,9780307001160
593,9780307001160
594,9780307001160
595,9780307001160
596,9780440441502
597,9780590687300
598,9780439061643
599,9780439569842
589,9780439569842
600,9780307118707
601,9780590418850
602,9780307201522
603,9780816728732
604,9780816728732
605,9780816728732
606,9780865050884
607,9780812519655
607,9780812524857
608,9780449211779
609,9781930722293
607,9780812521122
610,9780345251732
611,9781400077823
612,9780312995430
612,9780312312626
613,9780446394529
614,9780590021111
244,9780684842677
615,9780684842677
616,9780684842677
617,9780553578690
597,9780380709267
618,9780380709267
619,9780807565285
612,9780312986766
93,9780345413376
93,9780345413369
93,9780679893103
620,9780061096099
586,9780345369062
586,9780451184719
608,9780449209127
621,9780060938451
622,9780804119528
623,9780060575809
623,9780060558864
624,9780767912914
625,9780553298864
626,9780385335676
63,9780440122098
627,9780671525835
188,9780553279573
628,9780061009051
629,9780060930189
630,9780516076270
49,9780679450436
631,9780821775868
631,9780821770207
632,9780670855759
633,9780553562811
129,9780446364195
634,9780446519137
635,9780425179673
636,9780061042942
637,9780399144462
638,9780399144462
154,9780965404563
639,9780060157814
640,9780060157814
641,9780060930707
642,9780312206765
643,9780316116022
644,9780156013963
645,9780385314015
646,9780743444163
647,9780618231614
648,9781567920048
649,9781567920048
650,9781567920048
651,9780811203227
652,9781573229142
653,9780787955670
654,9780787955670
655,9780787955670
656,9780425174487
657,9780385496902
658,9780446523998
659,9780446523998
660,9780446523998
661,9780140185218
662,9780140185218
663,9780684717258
664,9780684717258
665,9780486272740
666,9780486272740
667,9780062507242
668,9780684801223
669,9781576737354
670,9780060083298
671,9780446672214
672,9780140293241
673,9780807070710
674,9780807070710
675,9780743213837
676,9780345305473
677,9780061080517
678,9780142000205
679,9780316735025
680,9781931561464
135,9780156007108
681,9780062517852
51,9780679767787
682,9780449911686
683,9780425169629
682,9780449207758
682,9780449245699
684,9780140029406
684,9780140021561
685,9782253004028
686,9782253004028
687,9782253005278
688,9782253005278
689,9782253006701
690,9782253006701
691,9782253006701
692,9782266084376
693,9782070362387
694,9782266029469
694,9782266029469
695,9782253007104
696,9782253007104
697,9782253007104
188,9782070417742
698,9782070417742
699,9782070417742
700,9782266033688
701,9782070384341
702,9782070384341
685,9782070538805
703,9782070538805
704,9782070334360
705,9782290314951
706,9782290005101
707,9783492207003
708,9783499177750
709,9783499177750
710,9783889774019
711,9783502670001
712,9780905762487
710,9783499222603
713,9783746670058
56,9780140620429
714,9783596144433
221,9783442724680
45,9783442724680
133,9780385504201
236,9780446525503
715,9780385500760
716,9780399147012
180,9780670892969
340,9780688180638
135,9780316789080
717,9780451197276
330,9780425184127
718,9780151001002
24,9780385505833
719,9780679442790
720,9780679442790
721,9780525943860
557,9780609605929
722,9780060191924
60,9780743206044
374,9780684864846
723,9780684867816
724,9780743406178
725,9780380978533
351,9780679603351
726,9780679410430
236,9780446523561
727,9780671042554
49,9780679450443
728,9780140107647
729,9780609606728
236,9780446527798
236,9780446531337
730,9781570717253
731,9780060192631
732,9780385420167
733,9780385420167
734,9780385420167
735,9780345339713
736,9780525944638
305,9780393040166
370,9780399147128
737,9780670031047
738,9780394574745
129,9780316969444
60,9780743230056
739,9780743230056
129,9780316693202
740,9780316693202
723,9780684868912
741,9780842336215
742,9780399148583
743,9780399148583
374,9780684864327
721,9780525944836
744,9780345428905
745,9780451176813
138,9780671525798
369,9780718144531
746,9780446602082
747,9780394551425
748,9780394551425
749,9780064407663
750,9780064407663
751,9780007100224
752,9782253148531
753,9782253148531
149,9782253043973
754,9782253043973
755,9782020315494
756,9780747549925
757,9780743462334
758,9780140253580
759,9780947782146
760,9780571203543
761,9780349101774
757,9780743222228
762,9781854795496
763,9780140292916
764,9781854795557
765,9781858813097
766,9782871290919
767,9782871290919
768,9780198604020
769,9781842151051
770,9782253063339
771,9781860198595
772,9780767908474
773,9780767908474
774,9781842040157
775,9780140622065
760,9780571209521
752,9782264009302
776,9781841952932
777,9780890877562
778,9780890877562
779,9781405200677
780,9780416196771
781,9780747538066
782,9780375501340
546,9780060927240
783,9780316776967
784,9781563410291
268,9780060934712
785,9781886383425
786,9781888451085
787,9780451450258
788,9781555835958
789,9780395877562
790,9780962893865
791,9781555834531
792,9780393318432
793,9780889740822
414,9781563410444
794,9781563899386
795,9781563411144
796,9780553579680
796,9780553579673
59,9780451181374
797,9780786889167
798,9780345370747
799,9780553574173
799,9780553574166
799,9780553574159
800,9780312287245
801,9780679801146
802,9780446300100
803,9780821750414
59,9780425142486
804,9780451456540
805,9780060006044
806,9780312906559
807,9780312906559
808,9780440117292
809,9780425049983
810,9780374386672
377,9780786886463
811,9780345395375
170,9780380788491
812,9780307215345
810,9780374343385
813,9780345403339
814,9780440226697
814,9780440219606
815,9780767903288
816,9780345429179
411,9780385299299
817,9781573229579
176,9780345418777
818,9780517201657
142,9780743211383
337,9780399143700
819,9781884777806
820,9780312977900
821,9780812521337
822,9780812521337
59,9780451205421
823,9780894342783
824,9780440218531
825,9780449207598
826,9780670844593
827,9780394575131
828,9780394559483
829,9780804001946
830,9780590897983
831,9780689832871
832,9780689832871
833,9780689829697
834,9780689829697
835,9780439042918
569,9780064409452
836,9780064409452
569,9780064405058
836,9780064405058
837,9780439221658
838,9780152162443
838,9780152162573
838,9780152162504
839,9781562477523
840,9780439221672
841,9780439221689
840,9780439221689
840,9780439221719
840,9780439221702
840,9780439221733
842,9780440415992
843,9780895872104
844,9780689835858
845,9780689835858
176,9780345391803
846,9780440219071
847,9781854245977
848,9781854245977
849,9782080105431
850,9783499133589
851,9783257201765
115,9783404121687
852,9783404121687
853,9783404121687
115,9783404118960
854,9783404118960
855,9783404118960
856,9783404118960
857,9780345356574
857,9780345346971
719,9780753804704
142,9780451155757
482,9780786890439
483,9780786890439
142,9780786890439
858,9780415928083
859,9780415928083
860,9780521427159
861,9780812923278
862,9780884111344
863,9780345428547
176,9780671694043
864,9780809015825
247,9780449006559
865,9780373250332
866,9780380820443
867,9780385497671
868,9780385497671
869,9780385497671
870,9780451454249
871,9780941423045
872,9780373871568
105,9780553101430
873,9780898151916
874,9780835949361
875,9780880701105
145,9780399145636
876,9780312853235
877,9780688048730
878,9780688048730
145,9780425161722
879,9780425161722
24,9780385493802
880,9780849916397
881,9781928791102
882,9781928791102
883,9780671751456
24,9780440211723
884,9780877192824
885,9780380002450
886,9780793133956
886,9780793133956
887,9780394178011
145,9780425134351
888,9780385479684
889,9780385479684
890,9780380754854
891,9780380538508
892,9780446611626
627,9780671742560
183,9780515122404
893,9780440222811
894,9780451204059
895,9780385333344
896,9780449131541
897,9780440120476
898,9780451188205
899,9780451188205
231,9780440130918
437,9780449001950
49,9780345404770
900,9780451185273
544,9780440224822
901,9780671779337
533,9780515134360
187,9780380759491
902,9780380759491
575,9783442098422
903,9783442098422
904,9780394578798
905,9781558505377
906,9780373245697
907,9780743201070
908,9780689835711
909,9780553256789
910,9780892967995
911,9780061064500
912,9780061064500
913,9781551668789
914,9780836230864
915,9780381999865
916,9780380817146
917,9780380752119
918,9780553212587
485,9780446364768
572,9780425166611
919,9780613129756
920,9780765341976
921,9780590514774
922,9780373037438
923,9780064472777
924,9780553581270
925,9780373750016
926,9780393030341
566,9780553561616
271,9780312422158
927,9780425139066
928,9780450029950
929,9780450029950
930,9780130139160
931,9780373196746
885,9780451524485
932,9780451524485
933,9780140065176
24,9780440221654
934,9780373123483
935,9780373123100
936,9780590225175
937,9780590225175
572,9780399143168
938,9780441322312
939,9780425124345
940,9780786889709
941,9780312282998
942,9780425137949
942,9780425128923
942,9780425113899
943,9780394820378
944,9780394820378
945,9780449134481
946,9780140363364
537,9780375821813
947,9780812516821
948,9780345348036
949,9780679420118
950,9780871137388
951,9780741409690
951,9780741407214
951,9780759612273
951,9780741402851
951,9781585007363
951,9780741411273
951,9780741403476
951,9780741403780
951,9780741403056
951,9780741405784
951,9780741402912
241,9780553568769
49,9780345381842
952,9780140620122
56,9780140620108
953,9780375420825
176,9780671745530
954,9780805062977
952,9780553211412
955,9780671510053
956,9781573229388
957,9780945397410
958,9780385334037
220,9780060914653
187,9780345347534
959,9780553213133
960,9783473540426
961,9780375507250
539,9780060529703
962,9780876850862
661,9780140274158
963,9780679743460
963,9780375704024
964,9780375704024
965,9780874067392
966,9780874067392
967,9780590484756
968,9780451527035
969,9780451527035
970,9781590520772
971,9781590520772
967,9780590484671
972,9780975311257
973,9780743237185
132,9780553586121
617,9780553584516
631,9780345341204
974,9781551662749
231,9780440175629
231,9780440216841
975,9780345443281
976,9780553285659
977,9780394800134
978,9780394800134
979,9780060972776
980,9780064401470
981,9780064401470
70,9780156001946
982,9780553263824
351,9780345418012
668,9780684801469
983,9780393961195
984,9780393961195
985,9780393961195
701,9789997522054
312,9780872203495
986,9780872203495
987,9780872203495
988,9780872203495
211,9780312420147
989,9780911104547
990,9780375401312
991,9780140253603
992,9780671789428
993,9781566193962
994,9780140169300
995,9780140077025
996,9780679732761
285,9780553273601
285,9780553273915
997,9780060256678
997,9780060256678
998,9780395927205
999,9781859671504
1000,9781859671504
1001,9781859671504
1002,9781859671504
1003,9780810935624
150,9780060928339
466,9780671003753
1004,9780553268447
1005,9780684844725
1006,9780395051641
1007,9780395051641
1008,9780375705229
149,9780380015030
1009,9780835607865
1010,9781585742189
1011,9781585742189
1012,9780806996028
1013,9780440215622
783,9780316777735
1014,9780375501852
1015,9780877733751
1016,9780805019360
1017,9780140070200
1018,9780140236583
763,9780140042399
1019,9781590520659
1020,9781590521991
1021,9781590521991
1022,9783446202214
1023,9783446202214
579,9783499134449
1024,9780671425173
1025,9780671726881
129,9780446601245
142,9780451124340
575,9780345384461
129,9780446604802
575,9780345422392
1026,9780679734772
1027,9780440414711
1028,9780689715624
1029,9780689715624
924,9780812539387
1030,9780152013363
942,9780425124819
79,9780345409461
1031,9780345409461
1032,9781558747340
1033,9780373250172
1034,9780763615383
1035,9780965975407
1036,9780965975407
1037,9780965975407
1038,9780965975407
1039,9780141001777
1040,9780689309359
455,9780451523365
1041,9780786884629
1042,9780449005569
1043,9780671027346
1044,9780786927081
1045,9780786927081
1046,9780684831053
285,9780060194918
1047,9780060194918
1048,9780684819068
1049,9780375420672
1050,9780140368550
1051,9780395353417
285,9780066211619
1052,9780066211619
1053,9780312254162
1054,9780312254162
1055,9783453147249
1056,9783746611228
1057,9783492229333
1058,9783453177802
1059,9783423009157
1060,9783596133314
1061,9783822813393
1062,9783426871874
1063,9783453171978
463,9783423620000
1064,9783423620000
735,9780345375223
735,9780345375216
1065,9780345375216
1066,9780345458292
661,9780140042528
268,9780380789030
1067,9780446677578
1068,9780345358790
579,9780060964047
1069,9780380558483
1070,9781558171398
1071,9780425121047
1072,9780441317509
1073,9780804102278
1074,9780812551389
1075,9780345298980
857,9780345316998
857,9780345310422
857,9780345310309
857,9780345310293
857,9780345310118
1076,9780679734055
716,9780451130440
1077,9780553266504
411,9780440206156
39,9780345370778
1078,9780441366941
1079,9780441366941
1080,9780441366941
1081,9780441366941
1082,9780553574838
1083,9780553574838
1084,9780915950836
1085,9780060242381
1086,9780452265349
631,9780743457941
370,9780373484225
1087,9780553205756
1088,9780060171513
1089,9780312421007
1090,9780786000982
268,9780380789016
1091,9780451135988
818,9780380018178
1092,9780679004783
1093,9780684825823
1094,9780517395752
1095,9780671014209
221,9780679457312
1096,9780394557434
1097,9780553571653
499,9780312169787
1098,9780942257328
1099,9780805008951
1100,9780786866274
1101,9780151000630
7,9780151000630
1102,9780140266771
992,9780156444507
726,9780679723424
1103,9780441004010
1104,9780671500542
270,9780140620337
547,9780460878265
1105,9780460878265
199,9783257061260
1106,9783257061260
1107,9783453210998
1108,9783404126668
236,9783453177628
1109,9783453177628
1110,9783453863590
1111,9783499108518
1112,9783518367063
1043,9783453199767
1113,9783746670140
1114,9783746670140
1055,9783453088436
1115,9780425137017
1116,9780425137017
1117,9780425137017
1118,9780425137017
1119,9780553572490
105,9780553576979
1120,9780451450609
1121,9780441001330
1122,9780451454676
1123,9780373257072
1124,9780441435357
1125,9780373092239
1126,9780373057290
1127,9780373058440
761,9780349103235
220,9780571197774
1128,9780679745655
496,9780571200382
1129,9780785268482
1130,9780785268482
1131,9780785268482
1132,9780140445039
1133,9780140445039
1134,9780140445039
1135,9780851707778
1136,9780006276197
1136,9780551031128
1136,9780551030688
1136,9780551032514
1137,9780551032514
1138,9780006498407
85,9780140431261
224,9780099771517
1139,9780486265865
136,9780671025359
962,9780876855577
1140,9780330376136
1141,9780140272659
1142,9783407780027
1142,9783407780027
1142,9783407780119
1142,9783407780119
1143,9783257250398
1144,9783257250398
1143,9783257250053
1144,9783257250053
1145,9783257250466
1146,9783442435951
1147,9783442435838
1148,9783442435838
1149,9783608919721
1150,9783608919721
1151,9783608919721
1152,9783453132269
1153,9783453132269
1154,9783794116645
1155,9783794116645
1142,9783407805737
1156,9783407805850
954,9780385720922
954,9780385498722
1157,9780972948500
1158,9780972948500
486,9780380813810
78,9782070372294
1159,9782264030542
1160,9780030615320
1161,9780836217636
1162,9780140099836
253,9780385314749
1163,9780316107419
1164,9780894803703
369,9780449221167
1165,9780553801033
967,9780590457224
1166,9780316929196
1167,9780553052848
281,9780140390698
1168,9780140390698
1169,9780140390698
1170,9780439404372
1171,9780439404372
1172,9780939766024
1173,9780939766024
1174,9780679741015
1175,9780345307675
92,9780425071427
434,9780345297686
281,9780766607118
1176,9780766607118
1177,9780766607118
1178,9781573225786
1179,9780380754847
1180,9780380754847
434,9780345368942
1181,9780345331601
1182,9780425050804
1183,9780441009626
342,9780553296983
1184,9780553296983
1185,9780553296983
1186,9781895383126
1187,9780375724572
1188,9780671638849
1189,9780553140439
1190,9780029087107
1191,9780425050750
798,9780345285546
1192,9780345285546
798,9780345290243
187,9780345301871
142,9780451169532
76,9780671683900
279,9780385335881
279,9780385335485
351,9780553258004
1193,9780671679620
1194,9780375704048
872,9780373871278
1195,9780373484072
468,9780805063882
1196,9780689860201
1197,9780671568801
1198,9781573228565
459,9780553582659
1199,9780515133998
370,9780373218400
1200,9780449217863
1201,9780671573027
1201,9780671573027
1202,9780517006450
1203,9780786867080
1204,9780786867080
1205,9781569471807
1206,9780374216498
1207,9780312274573
1208,9780316825337
1209,9780871137630
1210,9780679419150
151,9780060192891
1211,9780826308795
1212,9780140259193
1213,9780345435248
268,9780441003259
256,9780441003259
586,9780451202505
236,9780446606813
1214,9780671028374
1215,9780451181466
346,9780399149757
1216,9780345384737
1217,9780671759360
1218,9780830724987
572,9780399146008
1219,9783442720002
1220,9780515132632
1221,9780449906712
1222,9780688124403
1223,9780929587080
1224,9781559701174
1225,9781559701174
1226,9780688105402
1227,9780871130297
1228,9780440500094
1229,9781570362088
54,9780060930530
1230,9780375702709
1231,9780449909287
1232,9780671038182
1233,9780060916503
1234,9780756401450
1235,9780963270702
1236,9780399242564
1237,9780552996006
434,9780708881293
1238,9780708881293
763,9780142000663
93,9780590542449
93,9780590112895
93,9780590660549
351,9780345361790
1239,9780552999519
1240,9780416195132
1241,9780855030223
1241,9780855030223
292,9780861638529
1242,9780861638529
1243,9780575073319
1243,9780575073005
1244,9780394404288
1245,9780006369882
1246,9781578562336
1247,9780345458919
1248,9780385312585
171,9780060929886
1249,9780140317930
1250,9780140317930
1251,9780743225403
1252,9780553256697
1253,9780553256697
1254,9780553256697
1255,9780785263784
1256,9780785263784
1257,9780802433244
51,9780375413087
1258,9781400034772
1259,9780385333030
1091,9780451163752
1260,9780440414520
1261,9780786885688
1262,9780671880187
1263,9781558506459
1264,9780895773531
1265,9780385247740
1266,9780385247740
231,9780385293549
1267,9780802069344
1268,9780671721039
442,9780671311896
798,9780345387004
1269,9780375705045
1237,9780767902526
1270,9780892967049
1271,9780553377866
1272,9780553377866
1273,9780472113651
1274,9780609608449
1275,9780670032426
1276,9780915811335
17,9781558744608
18,9781558744608
19,9781558744608
7,9780804107532
404,9780451526502
735,9780345325815
1277,9780440237679
1278,9780141310886
1279,9780439090131
1280,9780140244823
1281,9781556430688
1281,9780964782600
1282,9780964782600
1281,9781556431524
1283,9780553346763
1284,9780884043140
1285,9780743221993
1286,9780312983215
1287,9780553486414
1288,9783478088534
1289,9783821807058
1290,9780865532168
1291,9780590406406
965,9781566197151
1292,9780805210316
1293,9780805210316
1294,9780312279998
