Author_id,Name
374,Barbara Delinsky
375,P. D. James
376,Arthur W. Upfield
377,Christopher Rice
378,Rex Stout
379,Joan Anderson
380,Vance Havner
381,Warren W. Wiersbe
382,Max Lucado
383,Larry Crabb
384,Barry Neil Kaufman
385,Bob Sjogren
386,Frederick J. Moody
387,Neal Pirolo
388,William Sleator
389,Antoine De Saint-Exupery
390,Richard Bach
391,Kevin Sullivan
392,Michele Morgan
393,Scott Cunningham
394,David Allen Hulse
395,Richard Webster
396,Bernard King
397,Pat Hutchins
398,William Shakespeare
399,Roma Gill
400,Melissa McClone
401,Cheryl St. John
402,Lewis Carroll
403,Martin Gardner
404,Mark Twain
405,Mary Crow Dog
406,Richard Erdoes
407,Linda Gordon
408,Florence King
409,Alice Sebold
410,Spalding Gray
411,Thomas Harris
412,Edward Rutherfurd
413,Margaret Atwood
414,Dorothy Allison
415,Maya Angelou
416,Edith Wharton
417,Mary Brave Bird
418,John G. Neihardt
419,Vine Deloria Jr.
420,Roland Warren
421,Johnny Molloy
422,James McCourt
423,Wayne Koestenbaum
424,Elizabeth Wurtzel
425,Bill Bradley
426,Don Miguel Ruiz
427,Paul Lester
428,Leo Tolstoy
429,Simon Nye
430,Robert A Johnson
431,Marc Gascoigne
432,Stephanie Maze
433,Sandra Dallas
434,Anne McCaffrey
435,David Gemmell
436,Laura Zigman
437,Margaret Truman
438,Mark C. Young
439,Paula Danziger
440,Tony Ross
441,Richard A. Lupoff
442,Bruce Coville
443,Carrie A. Bebris
444,Ellen Carol Dubois
445,Candice F. Ransom
446,Sam Bobrick
447,Julie Stein
448,Price Stern Sloan
449,Anna
450, And Vogel
451, Malvina (Editor) Sewell
452,Marian Leighton
453,Donna K. Grosvenor
454,James L. Stanfield
455,Mary Wollstonecraft Shelley
456,D. J. Arneson
457,Eva Clif
458,Valerie Block
459,Luanne Rice
460,Ellen Gilchrist
461,Tim Gautreaux
462,Richard Russo
463,Jostein Gaarder
464,Anna Quindlen
465,Diane Johnson
466,Wally Lamb
467,Adeline Yen Mah
468,Barbara Ehrenreich
469,Dorothy Dunnett
470,John LeCarre
471,Singer Media Corporation
472,Emily Dickinson
473,Hazel Harrison
474,Joseph Girzone
475,Joseph F. Girzone
476,Lorraine Anderson
477,Ad Hudler
478,Josephine Carlton
479,Ted L. Nancy
480,Jerry Seinfeld
481,Francis Wheen
482,Ellen Rimbauer
483,Joyce Reardon
484,Steven Rimbauer
485,Sidney Sheldon
486,Christopher Moore
487,Pamela Johnson
488,Robert Lacey
489,Tim Dorsey
490,Jodi Compton
491,Elmore Leonard
492,Lynn Coady
493,John Lawton
494,Eileen Yin-Fei Lo
495,Tilden Edwards
496,Vikram Seth
497,Elizabeth Gaskell
498,Elizabeth Porges Watson
499,Anita Diamant
500,Lauren Haney
501,Gerald Stern
502,Martha Grimes
503,Henry James
504,Sarah Orne Jewett
505,William Carlos Williams
506,Rh Value Publishing
507,Harry Kemelman
508,Mil Millington
509,Suzanne G. Farnham
510,Joseph P. Gill
511,R. Taylor McLean
512,Czeslaw Milosz
513,Margaret Guenther
514,Roberto Juarroz
515,Mary Crow
516,Hans Kmoch
517,Barnie F. Winkelman
518,Emma Mclaughlin
519,Nicola Kraus
520,Paul Jennings
521,Mark E. Neely Jr.
522,Stephen J. Weininger
523,Frank R. Stermitz
524,Larry Katzenstein
525,David Steinman
526,Alfie Kohn
527,Paula Polk Lillard
528,David Lewis
529,Billie Livingston
530,Adele Lang
531,Jen Banbury
532,Patricia Daniels Cornwell
533,Catherine Coulter
534,Dominick Dunne
535,Clive Cussler
536,John Pascal
537,Carl Hiaasen
538,Diane Stevenson
539,Jonathan Safran Foer
540,Francesca Marciano
541,Julia Glass
542,Tawni O'Dell
543,Jennifer Weiner
544,Danielle Steel
545,Leon Hale
546,Russell Banks
547,Samuel Taylor Coleridge
548,BRADLEY P WARSHAUER
549,Bradley P. Warshauer
550,Bobbie Ann Mason
551,Karen Robards
552,Emma Lathen
553,Faye Kellerman
554,Jacquelyn Mitchard
555,Diane Mott Davidson
556,Candace Bushnell
557,Kristin Hannah
558,Michael Marshall
559,Allen Widome
560,Wilbur Smith
561,Mike Thaler
562,Jared Lee
563,Michael Slade
564,John Sandford
565,John Camp
566,Tami Hoag
567,Ted Dekker
568,Angela Hunt
569,C. S. Lewis
570,C. S Lewis
571,Will Eisner
572,Robin Cook
573,E. Lynn Harris
574,Linda Goodman
575,Anne Rice
576,Judith Rossner
577,Marilyn French
578,Wayne W. Dyer
579,Armistead Maupin
580,Julie Morgenstern
581,Peter Straub
582,James Maybrick
583,Shirley Harrison
584,Barbara Taylor Bradford
585,Lisa Jackson
586,Sharyn McCrumb
587,Cokie Roberts
588,Shana Corey
589,Mark Teague
590,Jesse S. Ostrow
591,Charles Shaw
592,Justine Korman
593,Bill Langley
594,Ron Dias
595,Walt Disney P
596,Patricia Reilly Giff
597,Beverly Cleary
598,K.A. Applegate
599,Jane Yolen
600,Golden Books
601,Marvin Miller
602,Craig Boldman
603,H. G. Wells
604,Raymond James
605,Jim Deal
606,Bobbie Kalman
607,Mercedes Lackey
608,Dorothy Gilman
609,MoveOn.org
610,Christopher Finch
611,Charles Frazier
612,Julia Spencer-Fleming
613,Fannie Flagg
614,Laura Ingall Wilder
615,Brooke Zimmer
616,John Fontana
617,Lisa Gardner
618,Tracy Dockray
619,Gertrude Chandler Warner
620,Lynn S. Hightower
621,Eric Schlosser
622,Suzanne Brockmann
623,Gail Carson Levine
624,Frances Kuffel
625,Susan Conant
626,David Schickler
627,Judith McNaught
628,JANET EVANOVICH
629,Sylvia Plath
630,Ilona Koidahl
631,Fern Michaels
632,Betsy Byars
633,Bruce Sterling
634,Sarah Ban Breathnach
635,Alice Hoffman
636,Lisa Scottoline
637,Spencer Johnson
638,Kenneth Blanchard
639,David Feldman
640,Kas Schwan
641,Richard Bausch
642,Katie Fforde
643,James Burke
644,Bliss Broyard
645,Sara Paretsky
646,Charles Webb
647,Elizabeth Benedict
648,Stanley Morison
649, Brooke Crutchley (editor)
650, Mike P
651,Henry Miller
652,David Whyte
653,Thomas Cummings
654,Warren Bennis
655,Gretchen M. Spreitze
656,Martha Beck
657,Desmond Tutu
658,Clayborne Carson
659,Kris Shepard
660,Andrew Young
661,Jack Kerouac
662,Ann Charters
663,Martin Buber
664,Walter Kaufmann
665,Niccolò Machiavelli
666,N. H. Thompson
667,Paul Monette
668,Ernest Hemingway
669,Melody Carlson
670,Alisa Kwitney
671,Billie Letts
672,Melissa Bank
673,Rena Kornreich Gelissen
674,Heather Dune Macadam
675,Moon Unit Zappa
676,Ted Mooney
677,Susan Wiggs
678,Gwyn Hyman Rubio
679,Elisabeth Robinson
680,Audrey Niffenegger
681,Tim Farrington
682,Chaim Potok
683,Scott Spencer
684,V. S. Naipaul
685,Jean Giono
686,Anne-Marie Marina-Médiavilla
687,Alain-Fournier
688,Daniel Leuwers
689,Erich Maria Remarque
690,Alzir Hella
691,Olivier Bournac
692,Roy Lewis
693,René Barjavel
694,Alexandra David-Néel
695,Charles Baudelaire
696,Marie-Jeanne Durry
697,Yves Florenn
698,Jacques Chambon
699,Henri Robillot
700,Radiguet
701,Emile Zola
702,Henri Mitterand
703,Willi Glasauer
704,Louis Pergaud
705,Collectif
706,Robert A. (Anson) Heinlein
707,Sten Nadolny
708,Cheryl Benard
709,Edit Schlaffer
710,Christa Wichterich
711,John Blofeld
712,Christine Obbo
713,Peter B Heim
714,Hera Lind
715,Jane Hamilton
716,Jack Higgins
717,Max Allan Collins
718,David Guterson
719,Bernhard Schlink
720,Carol Brown Janeway
721,Eric Jerome Dickey
722,Patricia Gaffney
723,Richard Paul Evans
724,Marc Levy
725,Laney Katz Becker
726,Vladimir Nabokov
727,Jennifer Lauck
728,Joe Keenan
729,Jeanne Ray
730,Tony Parsons
731,Jane McCafferty
732,Laura Esquivel
733,Cathleen Toelke
734,Carol & Thomas
735,J.R.R. Tolkien
736,Venise Berry
737,Jan Karon
738,Cormac McCarthy
739,Carol Higgins Clark
740,Andrew Gross
741,Travis Thrasher
742,John McEnroe
743,John Kaplan
744,Sally Mandel
745,Linda Lay Shuler
746,Janet Dailey
747,Claude Lanzmann
748,Simone De Beauvoir
749,Lemony Snicket
750,Brett Helquist
751,Matthew Thomas
752,Boris Vian
753,Noël Arnaud
754,Claude Couffon
755,Luis Sepulveda
756,Hubert Selby
757,Jacob Weisberg
758,David Lodge
759,Lily Seafield
760,Philip Ardagh
761,Iain Banks
762,David Crombie
763,John Steinbeck
764,Michael O'Mara
765,Richard Brassey
766,William Vance
767,Jean Van Hamme
768,R. W. Holder
769,From The Editors Of Southwater
770,Bernard Werber
771,Andy Sloss
772,Allan Zola Kronzek
773,Elizabeth Kronzek
774,Charles L Squire
775,Gordon Jarvie
776,Alan Spence
777,Helene Siegel
778,Karen Gillingham
779,A A Milne
780,A. A. Milne
781,Eric Thompson
782,Elizabeth Strout
783,David Sedaris
784,Leslie Feinberg
785,Chris Anne Wolfe
786,Lauren Sanders
787,Gael Baudino
788,Lauren Maddison
789,Carol Anshaw
790,Jean Stewart
791,Emma Donoghue
792,Deborah E. McDowell
793,Karen X. Tulchinsky
794,Jill Thompson
795,Jody Seay
796,Manda Scott
797,Jeff Foxworthy
798,Terry Brooks
799,A.C. Crispin
800,Madelyn Arnold
801,Tamora Pierce
802,Carolyn Chute
803,Sara Orwig
804,Melisa Michaels
805,Isobel Bird
806,Frederik Pohl
807,C. M. Kornbluth
808,Vonda McIntyre
809,John Varley
810,Nancy Garden
811,Nicola Griffith
812,Julie Campbell
813,Lee Smith
814,Jacqueline Woodson
815,Pat Summitt
816,Richard Belzer
817,Nick Hornby
818,Colleen McCullough
819,Andrew L Johnson
820,Marian Babson
821,Kathleen O'Neal Gear
822,W. Michael Gear
823,Paul Phifer
824,Peter Hoeg
825,Erma Bombeck
826,John Mortimer
827,E.L. Doctorow
828,Simon Schama
829,Frank Waters
830,Karen Hesse
831,Kenneth Oppel
832,S.D. Schindler
833,Carol Ryrie Brink
834,Richard Mantel
835,K. A. Applegate
836,Pauline Baynes
837,Shelly Roberts
838,Diane Duane
839,Carolee Brockman
840,Rachel Roberts
841,Shelley Roberts
842,Lensey Namioka
843,Jackie Eileen Behrend
844,Andrew Clements
845,Brian Selznick
846,Lois Lowry
847,Brother Yun
848,Paul Hattaway
849,Katherine Khodorowsky
850,Milena Moser
851,Patricia Highsmith
852,Gabriele Conrad
853,Lore Straßl
854,Jürgen Speh
855,Till R. Lohmeyer
856,Gabriele
857,Stephen R. Donaldson
858,Todd Herzog
859,Sander Gilman
860,John Borneman
861,Robert S. McElvaine
862,Bram Stoker
863,Michael A. Stackpole
864,Langston Hughes
865,Carol Matthews
866,Carole Matthews
867,Jacqueline L. Tobin
868,Raymond G. Dobard
869,Maude S. Wah
870,Marion Zimmer Bradley
871,Andrei Codrescu
872,Carolyne Aarsen
873,Jack Chapman
874,Anthony J Alessandra
875,Charles R Swindoll
876,Orson Scott Card
877,V. A. Howard
878,J. H. Barton
879,Steve Pieczenik
880,Walter P. Wilson
881,Bruce Fries
882,Marty Fries
883,Rush Limbaugh
884,Anne Dingus
885,Kate Chopin
886,Kirk Kazanjian
887,Donald Merriam Allen
888,William R. Maples
889,Michael Browning
890,Carl Hausman
891,Richard Peck
892,Michael Connelly
893,John Lescroart
894,John Jakes
895,Alice McDermott
896,Hilary Bailey
897,Howard Fast
898,Jessica Fletcher
899,Donald Bain
900,Eileen Goudge
901,Arnette Lamb
902,Piers A. Jacob
903,Michael Schulte
904,Walter Cronkite
905,Tom Mula
906,Lois Faye Dyer
907,Sharon Lamb
908,Sir Arthur Conan Doyle
909,Agatha Christie
910,Mark Cohen
911,Sherry Shahan
912,Betsy Haynes
913,Helen R. Myers
914,Della Rowland
915,Irving Adler
916,Elizabeth Peters
917,Shirlee Busbee
918,Emily Brontë
919,Frank Peretti
920,John A. Keel
921,Jan Gabriel
922,Rebecca Winters
923,Meg Cabot
924,Tanith Lee
925,Cathy Thacker
926,Richard Burton
927,Beverly Hastings
928,Savinien Cyrano De Bergerac
929,G. Strachan
930,James C. Robertson
931,Teresa Southwick
932,Barbara H. Solomon
933,Judith Guest
934,Sandra Field
935,Helen Brooks
936,Blanche Fisher Wright
937,Blanche Fish Wright
938,George Gately
939,Dean R. Koontz
940,James Lee Burke
941,Michael Chabon
942,Barbara Michaels
943,Norton Juster
944,Jules Feiffer
945,Michael Blake
946,John Bellairs
947,Carole Nelson Douglas
948,William Goldman
949,Marc Reisner
950,Mark Bowden
951,Jonathan Pearce
952,Emily Bronte
953,Alain De Botton
954,Chuck Palahniuk
955,E. Annie Proulx
956,Adam Davies
957,Harry M. Walker
958,Nicholas Evans
959,L.M. Montgomery
960,Hermann Vinke
961,David Mitchell
962,Charles Bukowski
963,Haruki Murakami
964,Jay Rubin
965,Frances Hodgson Burnett
966,Gabriela Dellosso
967,Patricia C. Wrede
968,Jack London
969,Alex Kershaw
970,Bruce Wilkinson
971,David Kopp
972,Malcolm Goodway
973,Ann-Marie MacDonald
974,Linda Howard
975,Sue Miller
976,Sheri S. Tepper
977,Dr. Seuss
978,Theodor Seuss Geisel
979,Tobias Wolff
980,Isaac Bashevis Singer
981,Maurice Sendak
982,Gary Zukav
983,Alfred H. Kelly
984,Herman Belz
985,Winifred A. Harbison
986,John M. Cooper
987,D. S. Hutchinson
988,John M. Coop
989,B Kliban
990,Judy Blunt
991,William Trevor
992,Alice Walker
993,Stephen Gazi
994,Wallace Stegner
995,Don DeLillo
996,Ralph Ellison
997,Shel Silverstein
998,Jhumpa Lahiri
999,Liz Trigg
1000,Tessa Evelegh
1001,Stewart Walton
1002,Sally Walto
1003,Charles Sullivan
1004,Tom Robbins
1005,Ursula Hegi
1006,Samuel Richardson
1007,George Sherburn
1008,Valerie Martin
1009,Gill Farrer-Halls
1010,John Mordock
1011,Myron Korach
1012,Susan Bowes
1013,Diana Gabaldon
1014,Zadie Smith
1015,Natalie Goldberg
1016,Sue Grafton
1017,William J. Kennedy
1018,Bob Shacochis
1019,Randy Alcorn
1020,Nancy Cobb
1021,Connie Grigsby
1022,Margriet De Moor
1023,Helga Van Beuningen
1024,Dale Carnegie
1025,Clifford Stoll
1026,Sandra Cisneros
1027,Gary Paulsen
1028,Marguerite Henry
1029,Wesley Dennis
1030,Sherry Garland
1031,Ann Druyan
1032,Kimberly Kirberger
1033,Ariella Papa
1034,Michael J. Rosen
1035,Dawn Chipman
1036,Pamela Nelson
1037,Mari Florence
1038,Naomi Wax
1039,Shannon Olson
1040,Naylor
1041,Karen Stolz
1042,Clare Naylor
1043,Stephen Chbosky
1044,Margaret Weis
1045,Tracy Hickman
1046,Ivan Doig
1047,Margaret Sayers Peden
1048,Sylvia Nasar
1049,Ha Jin
1050,Elizabeth Laird
1051,Harlan Ellison
1052,Margaret Sayers Peden From The Span
1053,David M. Gitlitz
1054,Dr. Linda Kay Davidson
1055,Wolfgang Hohlbein
1056,Christoph Hein
1057,Gaby Hauptmann
1058,Carolyn See
1059,Christa Wolf
1060,Thomas Brussig
1061,Piers Vitebsky
1062,Christopher A. Weidner
1063,Robert Silverberg
1064,Gabriele Haefs
1065,Christopher Tolkien
1066,H.P. Lovecraft
1067,Pamela Grim
1068,Arthur C. Clarke
1069,Jay Bennett
1070,J. Applegate
1071,Michael J. Straczynski
1072,John Myers Myers
1073,Reay Tannahill
1074,Jack Whyte
1075,STEPHEN R. DONALDSON
1076,Peter Matthiessen
1077,Paul Kent
1078,Robin McKinley
1079,Patricia McKillip
1080,Joan Vinge
1081,James
1082,Hank Whittemore
1083,Caroline Hebard
1084,Ellyn Satter
1085,Bill Brittain
1086,August Wilson
1087,Marilynne Robinson
1088,Sigrid Nunez
1089,Paul Auster
1090,Amanda Scott
1091,John Fowles
1092,Fodor's
1093,A'Lelia Bundles
1094,Dorothy L. Sayers
1095,Jude Deveraux
1096,Anne Morrow Lindbergh
1097,Laurie R. King
1098,Jeanne DuPrau
1099,Louise Erdrich
1100,Melinda Haynes
1101,Belle Yang
1102,Carol Shields
1103,Tim Powers
1104,Jean Lorrah
1105,John Beer
1106,Cordula Swoboda Herzog
1107,Barbara Erskine
1108,Annegrit Arens
1109,Susanne Höbel
1110,Hans J. Alpers
1111,Jerome D. Salinger
1112,Hermann Hesse
1113,Claudia Von Zglinicki
1114,Thorsten Futh
1115,Linda Lael Miller
1116,Anna Jennet
1117,Elaine Crawford
1118,Dian
1119,Jane Feather
1120,William R. Forstchen
1121,Spider Robinson
1122,Dennis L. McKiernan
1123,Rush
1124,Lionel Fenn
1125,Carole Halston
1126,Christine Rimmer
1127,BJ James
1128,Truman Capote
1129,Beth Nimmo
1130,Darrell Scott
1131,Steve Rabey
1132,Johann Wolfgang Von Goethe
1133,Michael Hulse
1134,Michael H
1135,Thomas Elsaesser
1136,Adrian Plass
1137,Bridget Plass
1138,Frank Mccourt
1139,Stephen Quirke
1140,James Herbert
1141,William Sutcliffe
1142,JANOSCH
1143,Jean De Brunhoff
1144,Jean DeBrunhoff
1145,Philippe Fix
1146,Claudia Keller
1147,F. Paul Wilson
1148,Wulf Bergner
1149,Arnold A. Lazarus
1150,Clifford N. Lazarus
1151,Christoph Tr
1152,Clarissa Pinkola Estés
1153,Mascha Rabben
1154,Virginia Allen Jensen
1155,Dorcas Woodbury Haller
1156,Janosch
1157,John Paul Allen
1158,Alan M. Clark
1159,Hubert Jr Selby
1160,G. B. Trudeau
1161,Gary Larson
1162,Garrison Keillor
1163,Berke Breathed
1164,Barbara Ann Kipfer
1165,Stephen Fried
1166,George Stephanopoulos
1167,Rita Mae Brown
1168,Elaine Showalter
1169,Elaine Showalte
1170,Cornelia Funke
1171,Oliver Latsch
1172,Stan Lee
1173,J Kirby
1174,Camille Paglia
1175,James Kahn
1176,Devra Newberger Speregen
1177,Richard
1178,James McBride
1179,Louis Sachar
1180,Adam Mccauley
1181,ANNE MCCAFFREY
1182,Eric Van Lustbader
1183,Robert Asprin
1184,B.M. Mooyaart
1185,Eleanor Roosevelt
1186,Marshall Govindan
1187,Nomi Eve
1188,Bruce Catton
1189,William Gibson
1190,Clement Eaton
1191,H.G. Wells
1192,Darrell K. Sweet
1193,Judy Collins
1194,Oliver Sacks
1195,Annette Broadrick
1196,Rachel Cohn
1197,Carolyn Keene
1198,Rachel Naomi Remen
1199,Jayne Ann Krentz
1200,Joan Smith
1201,Kaye Gibbons
1202,Bryn C. Collins
1203,Peter Jennings
1204,Todd Brewster
1205,Eliza Osborne
1206,Howard Norman
1207,John Griesemer
1208,Marly A. Swick
1209,John L'Heureux
1210,Molly Ivins
1211,Forrest Carter
1212,Umberto Eco
1213,Greg Bear
1214,Kathy Reichs
1215,Jeffrey Deaver
1216,Martin Cruz Smith
1217,V.C. Andrews
1218,Stephen Hill
1219,E.W. Heine
1220,Donna Fletcher
1221,Jeanne Larsen
1222,Bari Wood
1223,James Gould Cozzens
1224,Reidar Jonsson
1225,Marianne Ruuth
1226,June Vendall Clark
1227,Robert Reilly
1228,Kem Nunn
1229,Larry King
1230,Ernest J. Gaines
1231,Anne Lamott
1232,Bret Lott
1233,Zora Neale Hurston
1234,Jude Fisher
1235,Salman Rushdie
1236,G. P. Taylor
1237,Bill Bryson
1238,Ron Walotsky
1239,Judy Astley
1240,Roger E. Allen
1241,Margaret Tempest
1242,Maureen Bradley
1243,James Barclay
1244,Kahlil Gibran
1245,LIBBY PURVES
1246,Jane Kirkpatrick
1247,Tess Gerritsen
1248,Olive Ann Burns
1249,Michael Ende
1250,Ralph Manheim
1251,Annie Proulx
1252,Corrie Ten Boom
1253,John Sherrill
1254,Elizabeth Sherrill
1255,Bodie Thoene
1256,Brock Thoene
1257,Marlo Schalesky
